filename,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,mfcc_21,mfcc_22,mfcc_23,mfcc_24,mfcc_25,mfcc_26,mfcc_27,mfcc_28,mfcc_29,mfcc_30,mfcc_31,mfcc_32,mfcc_33,mfcc_34,mfcc_35,mfcc_36,mfcc_37,mfcc_38,mfcc_39,mfcc_40,zcr_1
0de6c1773e253a9e965d416374d5c926.jpg,-460.3101806640625,-56.28165817260742,-14.839048385620117,47.00663375854492,-67.29524230957031,35.7501106262207,-49.50651168823242,36.12107849121094,-33.62284469604492,-11.317625999450684,-17.82262420654297,-5.436330318450928,42.37419509887695,52.290313720703125,91.06219482421875,28.160802841186523,15.877796173095703,-47.08657455444336,-14.48425006866455,8.514278411865234,35.78160858154297,-4.482460975646973,-50.074195861816406,-9.211487770080566,6.25888204574585,47.00669860839844,-0.21482591331005096,33.47632598876953,70.69279479980469,31.881738662719727,-43.14980697631836,-23.213472366333008,39.886993408203125,7.038829326629639,-7.2066216468811035,9.40916919708252,9.795191764831543,-46.37321853637695,8.972646713256836,63.788204193115234,0.17631258156902552
