filename,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,mfcc_21,mfcc_22,mfcc_23,mfcc_24,mfcc_25,mfcc_26,mfcc_27,mfcc_28,mfcc_29,mfcc_30,mfcc_31,mfcc_32,mfcc_33,mfcc_34,mfcc_35,mfcc_36,mfcc_37,mfcc_38,mfcc_39,mfcc_40,zcr_1,centroid_1,contrast_1,contrast_2,contrast_3,contrast_4,contrast_5,contrast_6,contrast_7,bandwidth_1,flatness_1,rolloff_1,rms_1,chroma_stft_1,chroma_stft_2,chroma_stft_3,chroma_stft_4,chroma_stft_5,chroma_stft_6,chroma_stft_7,chroma_stft_8,chroma_stft_9,chroma_stft_10,chroma_stft_11,chroma_stft_12,chroma_cens_1,chroma_cens_2,chroma_cens_3,chroma_cens_4,chroma_cens_5,chroma_cens_6,chroma_cens_7,chroma_cens_8,chroma_cens_9,chroma_cens_10,chroma_cens_11,chroma_cens_12,chroma_cqt_1,chroma_cqt_2,chroma_cqt_3,chroma_cqt_4,chroma_cqt_5,chroma_cqt_6,chroma_cqt_7,chroma_cqt_8,chroma_cqt_9,chroma_cqt_10,chroma_cqt_11,chroma_cqt_12,mel_1,mel_2,mel_3,mel_4,mel_5,mel_6,mel_7,mel_8,mel_9,mel_10,mel_11,mel_12,mel_13,mel_14,mel_15,mel_16,mel_17,mel_18,mel_19,mel_20,mel_21,mel_22,mel_23,mel_24,mel_25,mel_26,mel_27,mel_28,mel_29,mel_30,mel_31,mel_32,mel_33,mel_34,mel_35,mel_36,mel_37,mel_38,mel_39,mel_40,mel_41,mel_42,mel_43,mel_44,mel_45,mel_46,mel_47,mel_48,mel_49,mel_50,mel_51,mel_52,mel_53,mel_54,mel_55,mel_56,mel_57,mel_58,mel_59,mel_60,mel_61,mel_62,mel_63,mel_64,mel_65,mel_66,mel_67,mel_68,mel_69,mel_70,mel_71,mel_72,mel_73,mel_74,mel_75,mel_76,mel_77,mel_78,mel_79,mel_80,mel_81,mel_82,mel_83,mel_84,mel_85,mel_86,mel_87,mel_88,mel_89,mel_90,mel_91,mel_92,mel_93,mel_94,mel_95,mel_96,mel_97,mel_98,mel_99,mel_100,mel_101,mel_102,mel_103,mel_104,mel_105,mel_106,mel_107,mel_108,mel_109,mel_110,mel_111,mel_112,mel_113,mel_114,mel_115,mel_116,mel_117,mel_118,mel_119,mel_120,mel_121,mel_122,mel_123,mel_124,mel_125,mel_126,mel_127,mel_128,poly_1,poly_2
0bf24b70541b57ca9bd3971d9bd72cf0.jpg,-521.7484130859375,-56.409400939941406,-32.82658004760742,62.534385681152344,-61.19770812988281,32.065956115722656,-65.69940948486328,15.652371406555176,-33.650787353515625,-13.903189659118652,-16.939464569091797,0.0922936350107193,43.65390396118164,56.96828842163086,91.7117919921875,32.422367095947266,27.27238655090332,-54.71843719482422,-21.08580780029297,15.414835929870605,37.32893371582031,-3.872619390487671,-64.18083190917969,-6.125068187713623,20.377206802368164,42.72550582885742,-5.518065452575684,21.70916175842285,79.67755889892578,36.34921646118164,-54.151451110839844,-22.387041091918945,43.23618698120117,13.778491020202637,-11.714444160461426,12.879989624023438,14.924263000488281,-52.93613052368164,9.015239715576172,67.29686737060547,0.4656288518706497,3012.29851583626,58.95570535969261,13.007520239608715,46.956593318362415,49.36413791309394,50.634221654719006,52.449281740023146,78.55943886991382,2214.345269145899,7.207778980955482e-05,5021.832742713167,0.08525151014328003,0.19665789604187012,0.37723544239997864,0.22419510781764984,0.6812517642974854,0.08128026127815247,0.057664550840854645,0.2165554314851761,0.04598966985940933,0.0334094874560833,0.05477876961231232,0.18584924936294556,1.0,0.3817601501941681,0.0007199603714980185,0.00036384788108989596,0.3813962936401367,0.0007199603714980185,0.00036384788108989596,0.37478312849998474,0.007989287376403809,0.0,0.005984026473015547,0.00036384788108989596,0.752582848072052,0.37818777561187744,0.007995893247425556,0.009686230681836605,0.2855231761932373,0.05028276890516281,0.00633288873359561,0.22887475788593292,0.09897885471582413,0.006281272508203983,0.10172578692436218,0.006756484508514404,1.0,9.54539966583252,0.0050661093555390835,0.0019342346349731088,0.0009923626203089952,0.0006459180149249732,0.00039917821413837373,0.0002871917386073619,0.0002080566919175908,0.00014636128616984934,0.00011451877799117938,7.965102122398093e-05,5.9979189245495945e-05,4.5630604290636256e-05,3.572319110389799e-05,4.210313272778876e-05,7.75597000028938e-05,0.0003379393310751766,0.09519746154546738,9.050493240356445,5.846537113189697,0.01111745834350586,0.0005618148716166615,0.000300749292364344,0.00019190507009625435,0.00015001891006249934,0.0001135995116783306,9.18596051633358e-05,7.91485799709335e-05,6.298634980339557e-05,5.620461161015555e-05,4.704869570559822e-05,4.033783989143558e-05,3.727401053765789e-05,3.231347363907844e-05,3.501650644466281e-05,4.9727455916581675e-05,0.00020210958609823138,0.9928662776947021,2.6282687187194824,0.08862657099962234,0.00018128346710000187,0.00010642239067237824,7.733261736575514e-05,6.0271722759353e-05,5.134246021043509e-05,4.542020906228572e-05,4.148967855144292e-05,3.913303225999698e-05,3.912981992471032e-05,4.03023004764691e-05,4.59352413599845e-05,7.103579991962761e-05,0.061461370438337326,0.836919367313385,0.06793943047523499,1.6460266124340706e-05,1.0536374247749336e-05,1.2364639587758575e-05,1.6666004739818163e-05,2.419252814434003e-05,4.002315836260095e-05,7.756490231258795e-05,0.00023493499611504376,2.0464391708374023,8.983444213867188,0.06088442727923393,0.00017208338249474764,8.029965829337016e-05,5.194522236706689e-05,4.705245737568475e-05,7.28992818039842e-05,0.0008487821905873716,6.1398162841796875,1.6260292530059814,0.00021461606957018375,0.00011174206156283617,8.863274706527591e-05,0.00010222330456599593,0.025561025366187096,2.9475555419921875,0.2402564287185669,3.246463893447071e-05,2.073492760246154e-05,2.7206075174035504e-05,0.10635767132043839,0.6546852588653564,3.3300937502644956e-05,3.882114015141269e-06,1.8244272723677568e-05,0.23001991212368011,1.6849573850631714,0.0015802208799868822,1.0230559382762294e-05,9.951676474884152e-05,4.532397270202637,1.983474850654602,8.784979581832886e-05,9.176981257041916e-05,3.98201060295105,1.4427576065063477,0.00014367890253197402,0.09739898890256882,0.5592635869979858,2.8880018362542614e-05,1.531397720100358e-05,0.20993870496749878,0.029645215719938278,4.6446155465673655e-05,0.23388785123825073,0.0356811098754406,0.014159062877297401,0.1626404970884323,4.110250301891938e-05,0.20699483156204224,0.21252472698688507,4.188230377621949e-06,2.4644186851219274e-06,1.8454272776580183e-06,1.5199373137875227e-06,1.3113929071550956e-06,1.1657671166176442e-06,1.0620653938531177e-06,9.849818525253795e-07,9.273686600863584e-07,8.851661732478533e-07,8.543458420717798e-07,8.337820531778561e-07,8.21292189812084e-07,-0.00010554095461852317,1.0103821713956116
